"id","parent","value","color","share"
"Additive manufacturing","Digital transition",33,"blue",0.06
"Artificial intelligence","Digital transition",6624,"blue",12.75
"Augmented reality","Digital transition",4582,"blue",8.82
"Autonomous robots","Digital transition",142,"blue",0.27
"Autonomous vehicles","Digital transition",2079,"blue",4
"Blockchain","Digital transition",3691,"blue",7.1
"Cloud computing","Digital transition",7259,"blue",13.97
"Cybersecurity","Digital transition",9563,"blue",18.41
"Internet of things","Digital transition",16440,"blue",31.64
"Nanotechnology","Digital transition",28,"blue",0.05
"Quantum computers","Digital transition",1110,"blue",2.14
"Smart grids","Digital transition",406,"blue",0.78
